transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,channel,status,reference_number
TXN-701087,ACC-604464,2023-05-22 11:02:10,deposit,16312.52,10292.43,Cash Deposit,,,online,completed,REF-785997217383
TXN-701088,ACC-600692,2025-05-12 18:24:55,payment,8199.69,94858.16,Payment to Wayfair,Wayfair,Online Shopping,online,completed,REF-493970186122
TXN-701089,ACC-603319,2023-08-11 19:21:13,payment,4975.51,22625.97,Payment to OReilly Auto,OReilly Auto,Automotive,online,completed,REF-836379429674
TXN-701090,ACC-601871,2025-12-23 18:09:43,deposit,24435.74,60821.31,Wire Transfer In,,,mobile,pending,REF-192410766172
TXN-701091,ACC-602198,2023-03-19 08:46:58,transfer,6172.48,87024.47,Internal Transfer,,,online,completed,REF-702371944136
TXN-701092,ACC-604452,2024-10-21 20:29:23,transfer,3604.02,44261.34,ACH Transfer,,,branch,completed,REF-297719460664
TXN-701093,ACC-600188,2024-04-04 04:30:24,transfer,9549.95,30735.89,ACH Transfer,,,online,reversed,REF-295792689545
TXN-701094,ACC-601715,2023-01-20 06:31:38,deposit,8176.47,71990.3,Direct Deposit,,,online,reversed,REF-708024915472
TXN-701095,ACC-600308,2025-09-30 09:07:04,withdrawal,9926.79,67041.26,Cash Withdrawal,,,mobile,completed,REF-099329357459
TXN-701096,ACC-600601,2025-07-26 03:54:14,withdrawal,57.2,96181.84,Wire Transfer Out,,,mobile,completed,REF-402245908226
TXN-701097,ACC-603161,2024-09-10 20:27:52,withdrawal,2017.02,24886.26,Wire Transfer Out,,,atm,completed,REF-477100754195
TXN-701098,ACC-601656,2025-08-05 17:51:12,deposit,18285.38,65038.81,Check Deposit,,,atm,completed,REF-863192929480
TXN-701099,ACC-604418,2025-02-27 11:25:57,payment,9164.52,76622.02,Payment to H&M,H&M,Clothing,online,completed,REF-822766056355
TXN-701100,ACC-602386,2025-05-08 04:14:12,deposit,7764.34,16584.3,Check Deposit,,,mobile,completed,REF-586787391485
TXN-701101,ACC-602449,2024-02-16 15:20:40,transfer,6237.46,68556.92,External Transfer,,,mobile,completed,REF-529801652640
TXN-701102,ACC-602974,2025-08-08 11:39:59,withdrawal,5281.13,66293.81,Wire Transfer Out,,,mobile,pending,REF-327111093622
TXN-701103,ACC-601580,2023-03-31 22:02:01,withdrawal,6980.85,84377.26,ATM Withdrawal,,,atm,completed,REF-222441498526
TXN-701104,ACC-604581,2024-03-28 11:22:07,deposit,18010.6,14191.67,Cash Deposit,,,online,pending,REF-734260664999
TXN-701105,ACC-602395,2023-03-08 20:41:17,withdrawal,8405.03,27616.93,ATM Withdrawal,,,mobile,completed,REF-842193070633
TXN-701106,ACC-600640,2023-07-23 15:54:27,deposit,2679.57,75704.68,Wire Transfer In,,,online,pending,REF-878506352491
TXN-701107,ACC-600109,2025-12-11 17:39:32,transfer,1611.53,33884.38,Internal Transfer,,,mobile,pending,REF-806333540071
TXN-701108,ACC-602175,2025-08-27 16:05:25,withdrawal,951.28,5882.02,Cash Withdrawal,,,online,completed,REF-194186696640
TXN-701109,ACC-603744,2024-08-13 10:03:18,deposit,6574.87,59737.22,Mobile Deposit,,,online,reversed,REF-720919260619
TXN-701110,ACC-603865,2024-05-06 04:17:19,payment,2955.28,53147.49,Payment to CVS Pharmacy,CVS Pharmacy,Healthcare,atm,completed,REF-057764861985
TXN-701111,ACC-603333,2023-06-15 13:57:53,transfer,276.69,28218.99,External Transfer,,,atm,completed,REF-320876704713
TXN-701112,ACC-603248,2023-06-27 00:54:59,withdrawal,3209.86,40581.51,Cash Withdrawal,,,atm,reversed,REF-362217721012
TXN-701113,ACC-603061,2023-08-11 05:43:54,withdrawal,5498.37,44079.83,ATM Withdrawal,,,atm,completed,REF-951168006338
TXN-701114,ACC-604396,2023-07-29 15:12:06,deposit,6189.79,85149.87,Mobile Deposit,,,online,pending,REF-240761441365
TXN-701115,ACC-600927,2023-03-05 02:08:51,deposit,12463.5,9302.02,Cash Deposit,,,mobile,completed,REF-859265874464
TXN-701116,ACC-601445,2023-05-10 19:56:32,deposit,1076.13,64128.23,Mobile Deposit,,,atm,completed,REF-788284023404
TXN-701117,ACC-600076,2023-11-29 01:55:49,deposit,23999.73,66974.86,Cash Deposit,,,mobile,completed,REF-104316159283
TXN-701118,ACC-603949,2023-03-10 11:09:37,withdrawal,7058.55,79268.48,ATM Withdrawal,,,online,completed,REF-088674634405
TXN-701119,ACC-601589,2023-08-28 22:44:47,payment,2513.28,91032.84,Payment to H&M,H&M,Clothing,online,completed,REF-042076474078
TXN-701120,ACC-602313,2024-10-21 12:15:45,withdrawal,7088.32,52242.7,Cash Withdrawal,,,branch,completed,REF-726326290740
TXN-701121,ACC-602405,2025-10-15 19:43:01,transfer,2276.66,21376.1,Internal Transfer,,,online,completed,REF-043054465914
TXN-701122,ACC-603498,2025-04-01 10:21:17,deposit,15739.77,90320.79,Direct Deposit,,,mobile,completed,REF-790796629134
TXN-701123,ACC-604696,2025-05-04 18:25:24,payment,2686.41,74862.92,Payment to Sunoco,Sunoco,Gas Stations,branch,completed,REF-599347579841
TXN-701124,ACC-600544,2023-08-09 19:29:26,payment,9428.76,58792.78,Payment to National Grid,National Grid,Utilities,atm,completed,REF-718177910144
TXN-701125,ACC-603883,2025-03-05 05:44:43,payment,1380.26,14957.09,Payment to OReilly Auto,OReilly Auto,Automotive,mobile,completed,REF-456722896227
TXN-701126,ACC-601425,2025-09-03 05:00:28,deposit,12352.17,65611.06,Cash Deposit,,,online,completed,REF-497016404775
TXN-701127,ACC-600116,2023-10-21 08:33:13,deposit,5403.77,22854.5,Wire Transfer In,,,mobile,completed,REF-665543355928
TXN-701128,ACC-601134,2025-12-06 21:20:40,deposit,20099.53,72011.21,Check Deposit,,,branch,completed,REF-855383453671
TXN-701129,ACC-603803,2024-07-13 16:40:25,deposit,19997.28,11020.75,Cash Deposit,,,mobile,completed,REF-419557995520
TXN-701130,ACC-602133,2023-06-13 01:13:25,payment,24.76,4287.97,Payment to Apple Store,Apple Store,Electronics,mobile,completed,REF-257545212919
TXN-701131,ACC-602403,2023-08-30 09:20:19,transfer,5420.36,95547.74,Zelle Transfer,,,mobile,completed,REF-137057422196
TXN-701132,ACC-603648,2025-03-21 19:57:48,transfer,2651.43,34785.12,Internal Transfer,,,branch,completed,REF-417475707482
TXN-701133,ACC-604885,2023-10-19 15:51:03,deposit,13670.15,29846.24,Wire Transfer In,,,mobile,completed,REF-192997767998
TXN-701134,ACC-602759,2023-04-19 18:11:44,payment,7240.81,73864.94,Payment to Disney+,Disney+,Entertainment,mobile,completed,REF-293995859023
TXN-701135,ACC-601614,2024-08-23 13:32:32,payment,9115.39,21085.78,Payment to Student Loan Payment,Student Loan Payment,Education,mobile,completed,REF-805476824696
TXN-701136,ACC-602946,2023-10-27 06:22:53,withdrawal,2732.05,35318.01,Wire Transfer Out,,,atm,completed,REF-612406830312
TXN-701137,ACC-604198,2024-08-02 07:42:24,transfer,1937.66,51686.87,ACH Transfer,,,branch,completed,REF-628422086096
TXN-701138,ACC-601195,2024-10-26 08:09:36,deposit,11540.74,89806.84,Direct Deposit,,,online,completed,REF-323513542794
TXN-701139,ACC-603039,2024-07-16 04:19:28,deposit,1396.03,11085.04,Check Deposit,,,atm,failed,REF-209253533309
TXN-701140,ACC-601817,2024-12-07 13:24:35,deposit,13671.0,21346.74,Mobile Deposit,,,branch,completed,REF-154168456557
TXN-701141,ACC-603103,2024-01-21 23:55:35,payment,3042.27,39962.4,Payment to Gap,Gap,Clothing,online,completed,REF-203755818279
TXN-701142,ACC-602306,2025-12-31 09:48:18,withdrawal,9194.1,58179.08,Wire Transfer Out,,,online,completed,REF-482053531210
TXN-701143,ACC-600806,2023-08-19 22:17:26,payment,4210.58,75286.33,Payment to YouTube Premium,YouTube Premium,Entertainment,online,completed,REF-174224194147
TXN-701144,ACC-603667,2025-04-06 01:29:01,withdrawal,7844.95,6524.33,ATM Withdrawal,,,online,completed,REF-058981086243
TXN-701145,ACC-604766,2025-07-04 06:26:27,transfer,6757.92,34548.23,ACH Transfer,,,branch,completed,REF-909266273931
TXN-701146,ACC-604931,2023-11-20 14:14:08,fee,25.75,83351.51,Wire Transfer Fee,,,online,completed,REF-813144615782
TXN-701147,ACC-602317,2024-03-30 08:23:28,payment,7511.71,44064.66,Payment to ConEdison,ConEdison,Utilities,online,completed,REF-872328281440
TXN-701148,ACC-600805,2023-08-05 06:41:01,deposit,20374.69,32187.4,Check Deposit,,,atm,completed,REF-382695440863
TXN-701149,ACC-600320,2024-03-09 21:59:10,payment,9737.3,98815.42,Payment to Chipotle,Chipotle,Restaurants,online,pending,REF-578998529591
TXN-701150,ACC-604634,2025-07-26 07:54:20,payment,202.16,68927.47,Payment to Audible,Audible,Subscription Services,mobile,pending,REF-767682399459
TXN-701151,ACC-602867,2023-11-27 15:44:59,transfer,1460.38,82074.35,Zelle Transfer,,,online,completed,REF-923224788643
TXN-701152,ACC-602342,2025-10-01 11:58:59,payment,1176.41,24353.65,Payment to Whole Foods,Whole Foods,Groceries,mobile,completed,REF-155122489565
TXN-701153,ACC-604445,2025-09-02 16:19:12,deposit,4809.45,60889.53,Cash Deposit,,,online,failed,REF-729344444479
TXN-701154,ACC-600270,2023-10-23 20:55:57,transfer,7874.26,43975.36,Zelle Transfer,,,online,completed,REF-424771962300
TXN-701155,ACC-601240,2023-06-28 06:51:01,payment,3829.82,21723.78,Payment to Goodyear,Goodyear,Automotive,online,completed,REF-275349119708
TXN-701156,ACC-602356,2023-08-24 01:23:55,payment,6105.29,52060.5,Payment to Farmers,Farmers,Insurance,atm,pending,REF-694998134910
TXN-701157,ACC-603382,2023-10-26 04:39:50,deposit,9480.57,62171.19,Cash Deposit,,,atm,failed,REF-888810815545
TXN-701158,ACC-604948,2023-01-18 19:00:32,payment,2604.13,67053.93,Payment to AMC Theatres,AMC Theatres,Entertainment,mobile,failed,REF-419275150519
TXN-701159,ACC-601917,2024-09-22 13:07:10,fee,36.15,26606.94,Wire Transfer Fee,,,online,completed,REF-400670850091
TXN-701160,ACC-600612,2024-02-11 03:23:24,deposit,2674.82,71410.83,Mobile Deposit,,,online,completed,REF-977360656624
TXN-701161,ACC-602699,2023-07-02 02:55:02,deposit,15263.73,51459.75,Mobile Deposit,,,online,completed,REF-477415885107
TXN-701162,ACC-604161,2023-12-27 02:24:01,transfer,6034.74,90334.88,Internal Transfer,,,online,completed,REF-703485685916
TXN-701163,ACC-602499,2024-12-19 05:24:39,transfer,6024.6,73185.98,Zelle Transfer,,,atm,completed,REF-649379096079
TXN-701164,ACC-603789,2024-02-18 05:54:38,withdrawal,9047.04,84265.69,Cash Withdrawal,,,online,completed,REF-683483065206
TXN-701165,ACC-602565,2023-10-08 14:14:06,withdrawal,5428.09,71810.89,Wire Transfer Out,,,online,completed,REF-527461576071
TXN-701166,ACC-601997,2025-04-11 11:25:30,transfer,925.5,83714.18,Zelle Transfer,,,branch,completed,REF-920815006991
TXN-701167,ACC-603201,2024-04-03 10:40:29,payment,97.34,65267.82,Payment to PG&E,PG&E,Utilities,mobile,completed,REF-838866505362
TXN-701168,ACC-604734,2024-08-01 19:41:08,payment,8894.26,38646.24,Payment to Gap,Gap,Clothing,mobile,completed,REF-428055022046
TXN-701169,ACC-600709,2023-05-09 07:28:25,transfer,1780.85,59424.57,External Transfer,,,mobile,completed,REF-643508013586
TXN-701170,ACC-600276,2024-10-23 08:06:01,transfer,5694.63,51769.49,ACH Transfer,,,online,completed,REF-547776429428
TXN-701171,ACC-600184,2025-12-05 11:34:20,fee,18.19,69035.74,Monthly Maintenance Fee,,,branch,completed,REF-473976316507
TXN-701172,ACC-601540,2024-12-02 10:05:28,withdrawal,2457.75,82050.53,Wire Transfer Out,,,branch,completed,REF-143542956050
TXN-701173,ACC-603098,2024-11-08 11:42:49,deposit,14031.25,91795.46,Mobile Deposit,,,online,completed,REF-881951774561
TXN-701174,ACC-604516,2023-02-21 17:15:23,withdrawal,326.11,54388.17,Wire Transfer Out,,,mobile,completed,REF-130928868216
TXN-701175,ACC-603491,2024-10-28 10:24:51,fee,6.22,80186.95,Overdraft Fee,,,mobile,completed,REF-365346289112
TXN-701176,ACC-604530,2025-03-24 16:13:37,deposit,13813.6,79982.32,Check Deposit,,,online,completed,REF-601402700672
TXN-701177,ACC-602768,2025-01-02 00:40:01,deposit,16905.76,19510.01,Wire Transfer In,,,online,completed,REF-064628242906
TXN-701178,ACC-602155,2025-05-27 17:22:20,fee,22.8,13081.29,Overdraft Fee,,,online,failed,REF-423429471228
TXN-701179,ACC-600963,2025-01-30 00:15:41,payment,8387.45,27020.33,Payment to Chilis,Chilis,Restaurants,online,pending,REF-951633073541
TXN-701180,ACC-602936,2025-06-03 03:39:23,transfer,7949.92,49743.26,Zelle Transfer,,,online,completed,REF-833660629656
TXN-701181,ACC-601493,2023-08-06 01:26:47,deposit,12073.0,8563.09,Check Deposit,,,atm,completed,REF-884009261566
TXN-701182,ACC-601223,2025-03-24 08:40:19,payment,7660.79,82463.39,Payment to YouTube Premium,YouTube Premium,Entertainment,mobile,completed,REF-259163296700
TXN-701183,ACC-602893,2025-02-19 15:08:47,withdrawal,9504.15,54052.03,ATM Withdrawal,,,mobile,completed,REF-023611498541
TXN-701184,ACC-603969,2024-05-27 18:47:43,withdrawal,4694.67,9994.87,Wire Transfer Out,,,mobile,completed,REF-047826275804
TXN-701185,ACC-604608,2023-05-05 06:04:45,transfer,7075.12,48694.85,Zelle Transfer,,,online,completed,REF-472367692693
TXN-701186,ACC-603269,2023-06-12 07:28:09,transfer,7287.39,39524.8,Internal Transfer,,,mobile,completed,REF-302589191059
TXN-701187,ACC-600329,2024-07-19 12:40:26,deposit,18701.68,28403.56,Check Deposit,,,mobile,completed,REF-479475449906
TXN-701188,ACC-602986,2024-08-07 19:56:50,withdrawal,615.47,73793.14,Wire Transfer Out,,,mobile,completed,REF-804014043749
TXN-701189,ACC-603236,2023-10-03 12:34:36,payment,3531.71,91920.05,Payment to Macys,Macys,Clothing,mobile,completed,REF-645376945330
TXN-701190,ACC-605000,2023-11-12 16:25:05,deposit,22475.29,24234.26,Wire Transfer In,,,online,completed,REF-773066450138
TXN-701191,ACC-603204,2024-07-01 19:12:54,payment,7332.52,38413.07,Payment to Walmart.com,Walmart.com,Online Shopping,online,completed,REF-790219858615
TXN-701192,ACC-602525,2024-10-11 17:12:45,withdrawal,5369.97,67325.66,Cash Withdrawal,,,online,completed,REF-814280284431
TXN-701193,ACC-604856,2024-02-10 20:05:49,deposit,10411.24,42612.09,Check Deposit,,,online,completed,REF-929230765576
TXN-701194,ACC-604543,2025-12-02 16:41:06,payment,4385.24,28010.22,Payment to eBay,eBay,Online Shopping,mobile,pending,REF-591817927894
TXN-701195,ACC-600385,2023-05-05 10:07:14,withdrawal,8575.61,75110.25,ATM Withdrawal,,,atm,completed,REF-150163652223
TXN-701196,ACC-603867,2023-09-20 09:09:50,fee,1.73,8677.19,Overdraft Fee,,,online,completed,REF-091115105722
TXN-701197,ACC-604441,2025-05-03 23:32:27,deposit,145.36,38670.34,Direct Deposit,,,branch,completed,REF-329030295234
TXN-701198,ACC-602302,2024-09-21 02:03:41,payment,3352.75,53795.6,Payment to Meineke,Meineke,Automotive,online,reversed,REF-348013713388
TXN-701199,ACC-603072,2023-12-30 18:10:26,deposit,18027.03,8333.61,Mobile Deposit,,,mobile,completed,REF-031160452643
TXN-701200,ACC-604193,2024-11-21 19:27:47,transfer,7018.27,5089.83,ACH Transfer,,,online,completed,REF-620713727378
TXN-701201,ACC-601430,2025-03-25 22:02:24,transfer,9688.64,99516.84,Zelle Transfer,,,online,completed,REF-560133046952
TXN-701202,ACC-601226,2024-05-04 09:17:59,deposit,20325.11,24816.24,Mobile Deposit,,,mobile,completed,REF-629772081460
TXN-701203,ACC-602717,2023-07-27 21:56:12,deposit,11779.89,572.12,Wire Transfer In,,,online,completed,REF-228621697905
TXN-701204,ACC-600809,2025-12-28 12:13:07,payment,8988.34,10826.85,Payment to Progressive,Progressive,Insurance,mobile,completed,REF-396442686642
TXN-701205,ACC-600266,2023-02-19 23:03:01,deposit,12504.44,63574.84,Mobile Deposit,,,atm,pending,REF-589553860514
TXN-701206,ACC-604297,2023-04-11 02:11:57,payment,9790.09,60841.81,Payment to Chipotle,Chipotle,Restaurants,online,completed,REF-156867572438
TXN-701207,ACC-604967,2025-11-11 17:20:34,transfer,8569.92,20913.75,External Transfer,,,mobile,completed,REF-685541647286
TXN-701208,ACC-600437,2023-09-09 23:24:07,transfer,1253.73,13738.22,Internal Transfer,,,online,completed,REF-728167660487
TXN-701209,ACC-603970,2024-08-31 23:13:02,fee,43.61,51144.94,Monthly Maintenance Fee,,,mobile,completed,REF-211687633477
TXN-701210,ACC-601791,2025-04-01 10:07:49,deposit,14363.29,88220.55,Direct Deposit,,,mobile,completed,REF-192996844754
TXN-701211,ACC-600007,2024-05-26 13:19:03,payment,8762.49,28387.96,Payment to Adobe,Adobe,Subscription Services,online,completed,REF-903821595840
TXN-701212,ACC-603438,2025-11-23 03:00:13,deposit,18423.52,92677.11,Mobile Deposit,,,branch,pending,REF-982286363746
TXN-701213,ACC-603835,2023-05-05 01:17:55,payment,1628.23,70895.73,Payment to Best Buy Online,Best Buy Online,Online Shopping,atm,completed,REF-091950584189
TXN-701214,ACC-601875,2023-07-18 09:13:37,deposit,12266.76,54923.51,Check Deposit,,,atm,failed,REF-162903845509
TXN-701215,ACC-604577,2023-09-29 02:15:12,transfer,1484.34,20152.65,Zelle Transfer,,,mobile,completed,REF-531182834461
TXN-701216,ACC-603993,2024-03-19 06:09:12,withdrawal,1216.18,42139.72,Cash Withdrawal,,,mobile,completed,REF-681439981259
TXN-701217,ACC-604295,2025-06-25 19:24:05,transfer,334.93,88077.67,Internal Transfer,,,atm,completed,REF-987214640423
TXN-701218,ACC-604302,2025-11-26 04:39:32,payment,7301.98,29412.51,Payment to Duke Energy,Duke Energy,Utilities,branch,completed,REF-837584461826
TXN-701219,ACC-600674,2024-10-06 14:56:27,transfer,6299.17,26836.77,External Transfer,,,atm,completed,REF-187902991803
TXN-701220,ACC-602757,2025-08-24 21:42:02,withdrawal,2965.28,11780.43,Cash Withdrawal,,,atm,completed,REF-033075519484
TXN-701221,ACC-602187,2024-08-08 11:10:05,deposit,8687.95,32728.89,Cash Deposit,,,online,completed,REF-866065701288
TXN-701222,ACC-604348,2023-10-29 05:00:28,withdrawal,7674.31,29714.82,ATM Withdrawal,,,online,completed,REF-539616162809
TXN-701223,ACC-601604,2024-09-30 10:14:16,withdrawal,9350.71,30736.45,ATM Withdrawal,,,online,completed,REF-329745613094
TXN-701224,ACC-603161,2023-06-08 00:54:59,deposit,14877.97,41103.36,Wire Transfer In,,,branch,completed,REF-890635388677
TXN-701225,ACC-602798,2023-04-05 11:57:09,payment,2950.04,43672.76,Payment to ExxonMobil,ExxonMobil,Gas Stations,branch,completed,REF-153508521292
TXN-701226,ACC-603112,2024-05-28 18:20:06,payment,1507.91,35709.21,Payment to Nordstrom,Nordstrom,Clothing,atm,completed,REF-404063592643
TXN-701227,ACC-600449,2025-03-10 07:46:19,withdrawal,6365.78,19006.85,Wire Transfer Out,,,mobile,completed,REF-670019201553
TXN-701228,ACC-604987,2023-01-16 18:01:23,transfer,5901.48,98255.64,Internal Transfer,,,mobile,completed,REF-467513618621
TXN-701229,ACC-601695,2025-03-31 10:47:59,deposit,9086.07,85275.12,Mobile Deposit,,,online,completed,REF-717626913227
TXN-701230,ACC-604105,2025-06-03 13:21:22,transfer,301.13,45575.08,Zelle Transfer,,,branch,completed,REF-442072835232
TXN-701231,ACC-600201,2024-03-28 17:14:55,payment,2578.3,39552.72,Payment to Meineke,Meineke,Automotive,mobile,completed,REF-308987044298
TXN-701232,ACC-602016,2023-06-30 02:45:37,deposit,14800.11,53897.43,Cash Deposit,,,online,completed,REF-003296237545
TXN-701233,ACC-600728,2024-05-21 02:54:22,payment,6065.16,32769.3,Payment to State Farm,State Farm,Insurance,mobile,completed,REF-182498639336
TXN-701234,ACC-601124,2023-07-11 00:07:44,withdrawal,4293.02,97707.47,Cash Withdrawal,,,mobile,completed,REF-450898484342
TXN-701235,ACC-603829,2023-02-22 11:38:31,fee,34.99,62507.57,Overdraft Fee,,,online,pending,REF-873155715542
TXN-701236,ACC-600066,2024-04-18 23:56:38,payment,3905.84,75105.89,Payment to Lowes,Lowes,Home Improvement,online,completed,REF-143727237752
TXN-701237,ACC-601858,2024-07-26 02:24:57,withdrawal,3315.18,35837.36,ATM Withdrawal,,,atm,completed,REF-475925123297
TXN-701238,ACC-601196,2024-03-31 22:50:31,payment,9392.65,31810.21,Payment to AMC Theatres,AMC Theatres,Entertainment,branch,completed,REF-672862198556
TXN-701239,ACC-600271,2025-01-12 02:38:08,deposit,20058.29,39021.59,Cash Deposit,,,atm,completed,REF-213605923318
TXN-701240,ACC-604865,2025-04-27 09:09:33,deposit,16334.91,78729.82,Mobile Deposit,,,mobile,completed,REF-893638364082
TXN-701241,ACC-601496,2024-10-06 18:45:14,deposit,5931.11,8242.42,Mobile Deposit,,,online,failed,REF-709341990881
TXN-701242,ACC-602734,2024-10-03 22:42:30,payment,549.14,8315.79,Payment to Hilton,Hilton,Travel,atm,failed,REF-739311745472
