batch_id,product_id,product_name,batch_number,manufacturing_date,expiry_date,quantity_produced,quantity_approved,quantity_rejected,unit_of_measure,facility_id,production_line,status,batch_cost,created_at
BAT-000578,PRD-0029,Doxycycline 100mg,BN-202404-7318,2024-04-25,2025-07-25,221090,217792,3298,syringes,FAC-014,PL-23,recalled,148595.85,2024-04-26 12:21:00
BAT-000579,PRD-0022,Duloxetine 30mg,BN-202302-6156,2023-02-21,2024-03-15,214231,208448,5783,ampoules,FAC-016,PL-07,qa_review,6126.44,2023-02-23 07:18:28
BAT-000580,PRD-0025,Paracetamol 500mg,BN-202402-8608,2024-02-28,2026-09-28,224674,223147,1527,kg,FAC-003,PL-04,approved,132468.42,2024-02-29 16:47:36
BAT-000581,PRD-0042,Trastuzumab 150mg,BN-202407-4649,2024-07-10,2025-11-27,299482,70223,229259,syringes,FAC-007,PL-02,rejected,104360.86,2024-07-11 20:41:23
BAT-000582,PRD-0030,Clarithromycin 500mg,BN-202301-3646,2023-01-13,2024-07-14,193941,193490,451,vials,FAC-015,PL-14,approved,101325.96,2023-01-14 12:39:34
BAT-000583,PRD-0020,Sertraline 50mg,BN-202312-9593,2023-12-31,2025-03-20,448388,443637,4751,syringes,FAC-020,PL-13,approved,52627.8,2024-01-01 11:53:14
BAT-000584,PRD-0027,Cetirizine 10mg,BN-202510-5288,2025-10-18,2028-01-06,131030,129677,1353,bottles,FAC-008,PL-10,approved,106500.98,2025-10-18 12:51:07
BAT-000585,PRD-0020,Sertraline 50mg,BN-202508-4972,2025-08-08,2026-12-10,208367,206364,2003,bottles,FAC-009,PL-19,approved,67908.12,2025-08-09 07:31:06
BAT-000586,PRD-0037,Insulin Glargine 100U,BN-202402-3807,2024-02-23,2026-04-17,139304,134997,4307,vials,FAC-008,PL-02,in_production,89201.49,2024-02-25 05:52:40
BAT-000587,PRD-0027,Cetirizine 10mg,BN-202307-4580,2023-07-19,2026-03-29,380034,374107,5927,bottles,FAC-004,PL-08,approved,24075.15,2023-07-19 08:30:31
BAT-000588,PRD-0049,Rosuvastatin 10mg,BN-202506-3839,2025-06-06,2027-09-05,68679,65848,2831,capsules,FAC-016,PL-25,in_production,6981.08,2025-06-06 21:40:55
BAT-000589,PRD-0020,Sertraline 50mg,BN-202503-7763,2025-03-16,2027-03-07,102038,100748,1290,syringes,FAC-011,PL-16,approved,120152.76,2025-03-16 22:46:11
BAT-000590,PRD-0050,Valsartan 80mg,BN-202307-5944,2023-07-15,2024-08-21,129153,128802,351,bottles,FAC-019,PL-14,in_production,127314.36,2023-07-16 05:58:46
BAT-000591,PRD-0005,Omeprazole 40mg,BN-202308-1448,2023-08-19,2026-05-05,118150,117927,223,vials,FAC-012,PL-04,approved,20885.88,2023-08-19 20:04:14
BAT-000592,PRD-0014,Gabapentin 300mg,BN-202412-9663,2024-12-17,2026-11-23,451086,445250,5836,mL,FAC-007,PL-11,approved,87561.37,2024-12-19 13:53:00
BAT-000593,PRD-0044,Nivolumab 240mg,BN-202501-4578,2025-01-02,2026-01-04,292177,291531,646,capsules,FAC-009,PL-23,approved,54394.18,2025-01-03 01:19:30
BAT-000594,PRD-0013,Prednisone 10mg,BN-202402-4625,2024-02-07,2027-01-19,172576,170988,1588,capsules,FAC-003,PL-08,approved,140215.05,2024-02-09 10:11:50
BAT-000595,PRD-0024,Diclofenac 50mg,BN-202303-7674,2023-03-16,2024-10-10,156516,154956,1560,vials,FAC-005,PL-02,qa_review,128767.3,2023-03-17 04:43:45
BAT-000596,PRD-0020,Sertraline 50mg,BN-202412-4406,2024-12-11,2026-10-06,97003,96171,832,capsules,FAC-001,PL-10,approved,35182.61,2024-12-12 22:33:20
BAT-000597,PRD-0046,Etanercept 50mg,BN-202506-7492,2025-06-19,2027-08-18,265469,57219,208250,tablets,FAC-002,PL-18,rejected,118824.72,2025-06-20 21:17:47
BAT-000598,PRD-0021,Fluoxetine 20mg,BN-202308-1821,2023-08-07,2026-03-11,452074,445825,6249,vials,FAC-003,PL-21,approved,99568.29,2023-08-09 03:57:02
BAT-000599,PRD-0029,Doxycycline 100mg,BN-202403-1615,2024-03-20,2025-05-24,245221,243679,1542,bottles,FAC-007,PL-27,approved,48121.28,2024-03-20 18:34:54
BAT-000600,PRD-0015,Hydrochlorothiazide 25mg,BN-202504-3653,2025-04-13,2027-04-23,497631,492278,5353,bottles,FAC-014,PL-13,in_production,51081.9,2025-04-14 17:27:47
BAT-000601,PRD-0049,Rosuvastatin 10mg,BN-202406-9524,2024-06-07,2025-11-17,105317,104224,1093,vials,FAC-020,PL-26,qa_review,35449.08,2024-06-07 12:50:53
BAT-000602,PRD-0002,Ibuprofen 200mg,BN-202307-4531,2023-07-28,2025-06-30,211382,210499,883,ampoules,FAC-001,PL-08,approved,3784.0,2023-07-29 09:21:46
BAT-000603,PRD-0017,Pantoprazole 40mg,BN-202409-3012,2024-09-26,2027-01-18,232196,220855,11341,mL,FAC-015,PL-12,in_production,139955.79,2024-09-26 07:12:34
BAT-000604,PRD-0029,Doxycycline 100mg,BN-202410-6691,2024-10-25,2026-03-19,407798,402804,4994,syringes,FAC-008,PL-29,approved,112384.72,2024-10-25 14:47:54
BAT-000605,PRD-0018,Montelukast 10mg,BN-202509-3835,2025-09-23,2027-10-07,111419,110779,640,ampoules,FAC-019,PL-18,in_production,115552.58,2025-09-25 06:21:30
BAT-000606,PRD-0011,Ciprofloxacin 250mg,BN-202401-1764,2024-01-01,2025-01-29,114657,114118,539,vials,FAC-018,PL-10,approved,69038.67,2024-01-02 14:58:49
BAT-000607,PRD-0048,Methylprednisolone 16mg,BN-202301-3677,2023-01-26,2024-04-28,239141,172486,66655,vials,FAC-010,PL-02,rejected,132221.47,2023-01-26 14:53:47
BAT-000608,PRD-0029,Doxycycline 100mg,BN-202410-2664,2024-10-04,2026-06-26,347320,343531,3789,kg,FAC-016,PL-11,approved,123813.62,2024-10-05 14:38:46
BAT-000609,PRD-0007,Amlodipine 5mg,BN-202508-5320,2025-08-24,2028-04-30,491584,485592,5992,tablets,FAC-013,PL-12,recalled,96152.91,2025-08-25 07:58:22
BAT-000610,PRD-0035,Spironolactone 25mg,BN-202411-3430,2024-11-15,2026-04-21,414463,127042,287421,syringes,FAC-017,PL-28,rejected,139704.54,2024-11-16 02:43:11
BAT-000611,PRD-0010,Levothyroxine 100mcg,BN-202405-7312,2024-05-06,2027-01-09,22025,21323,702,mL,FAC-018,PL-10,recalled,107035.43,2024-05-08 06:51:43
BAT-000612,PRD-0047,Dexamethasone 4mg,BN-202308-4074,2023-08-18,2025-04-27,255524,245248,10276,kg,FAC-019,PL-25,qa_review,141103.04,2023-08-18 12:41:44
BAT-000613,PRD-0007,Amlodipine 5mg,BN-202307-9698,2023-07-21,2024-10-14,46063,45575,488,kg,FAC-017,PL-02,in_production,35738.08,2023-07-22 21:24:20
BAT-000614,PRD-0045,Infliximab 100mg,BN-202505-1819,2025-05-08,2027-07-07,424279,59840,364439,capsules,FAC-015,PL-28,rejected,7897.82,2025-05-10 01:50:14
BAT-000615,PRD-0019,Escitalopram 10mg,BN-202512-3474,2025-12-13,2027-01-18,419349,259170,160179,syringes,FAC-004,PL-19,rejected,145757.85,2025-12-15 02:45:31
BAT-000616,PRD-0017,Pantoprazole 40mg,BN-202512-2792,2025-12-14,2027-12-12,94429,93778,651,kg,FAC-004,PL-06,approved,26737.68,2025-12-16 02:47:00
BAT-000617,PRD-0025,Paracetamol 500mg,BN-202401-3978,2024-01-31,2025-10-12,116506,114645,1861,vials,FAC-001,PL-12,approved,128644.67,2024-01-31 19:27:37
BAT-000618,PRD-0010,Levothyroxine 100mcg,BN-202306-6251,2023-06-25,2025-07-13,93352,91962,1390,bottles,FAC-019,PL-29,approved,97084.32,2023-06-26 01:27:21
BAT-000619,PRD-0013,Prednisone 10mg,BN-202301-4315,2023-01-03,2025-12-11,283894,280691,3203,bottles,FAC-010,PL-10,recalled,66701.38,2023-01-03 10:12:43
BAT-000620,PRD-0020,Sertraline 50mg,BN-202502-6416,2025-02-19,2027-08-04,262669,257761,4908,tablets,FAC-009,PL-15,approved,3611.03,2025-02-19 14:29:52
BAT-000621,PRD-0001,Amoxicillin 500mg,BN-202408-9314,2024-08-04,2027-04-24,359149,352875,6274,syringes,FAC-003,PL-20,approved,115030.26,2024-08-05 03:51:08
BAT-000622,PRD-0013,Prednisone 10mg,BN-202511-3976,2025-11-25,2028-02-26,261484,256373,5111,mL,FAC-014,PL-21,approved,98860.93,2025-11-25 16:59:36
BAT-000623,PRD-0039,Adalimumab 40mg,BN-202405-8411,2024-05-06,2026-07-04,123248,122491,757,kg,FAC-016,PL-11,approved,119321.17,2024-05-07 04:11:00
BAT-000624,PRD-0023,Tramadol 50mg,BN-202505-7543,2025-05-31,2026-11-04,10194,10174,20,syringes,FAC-018,PL-03,approved,21693.1,2025-06-01 19:11:33
BAT-000625,PRD-0009,Simvastatin 40mg,BN-202302-3583,2023-02-13,2025-12-13,194402,191432,2970,vials,FAC-019,PL-10,approved,17995.33,2023-02-14 00:36:00
BAT-000626,PRD-0050,Valsartan 80mg,BN-202409-6174,2024-09-29,2026-05-10,23041,22391,650,mL,FAC-008,PL-14,qa_review,37032.38,2024-10-01 12:01:24
BAT-000627,PRD-0047,Dexamethasone 4mg,BN-202308-5860,2023-08-28,2026-06-19,215226,205029,10197,vials,FAC-002,PL-14,qa_review,56858.99,2023-08-29 09:50:56
BAT-000628,PRD-0043,Bevacizumab 400mg,BN-202402-6564,2024-02-07,2026-11-06,270679,260090,10589,capsules,FAC-007,PL-07,in_production,108715.78,2024-02-08 07:00:35
BAT-000629,PRD-0042,Trastuzumab 150mg,BN-202504-9756,2025-04-16,2026-05-27,23863,23570,293,ampoules,FAC-006,PL-03,approved,122928.85,2025-04-16 11:38:34
BAT-000630,PRD-0012,Azithromycin 500mg,BN-202308-2249,2023-08-24,2024-11-27,498946,493281,5665,syringes,FAC-010,PL-17,recalled,99580.57,2023-08-25 05:00:21
BAT-000631,PRD-0046,Etanercept 50mg,BN-202408-9903,2024-08-01,2027-02-03,81558,79775,1783,mL,FAC-018,PL-16,recalled,148719.37,2024-08-02 11:24:51
BAT-000632,PRD-0001,Amoxicillin 500mg,BN-202306-5294,2023-06-11,2026-01-27,58532,57863,669,tablets,FAC-013,PL-10,approved,148328.86,2023-06-11 21:41:59
BAT-000633,PRD-0044,Nivolumab 240mg,BN-202301-9232,2023-01-02,2024-02-14,417605,414695,2910,kg,FAC-015,PL-21,approved,78900.4,2023-01-03 03:47:28
BAT-000634,PRD-0021,Fluoxetine 20mg,BN-202503-7581,2025-03-20,2027-02-18,407815,163759,244056,bottles,FAC-013,PL-24,rejected,46963.44,2025-03-22 00:07:19
BAT-000635,PRD-0008,Losartan 50mg,BN-202507-5852,2025-07-14,2027-10-02,380700,373567,7133,vials,FAC-004,PL-20,qa_review,21565.95,2025-07-15 16:47:08
BAT-000636,PRD-0010,Levothyroxine 100mcg,BN-202310-6007,2023-10-06,2024-12-20,102349,102209,140,capsules,FAC-002,PL-10,qa_review,24882.73,2023-10-06 20:18:24
BAT-000637,PRD-0035,Spironolactone 25mg,BN-202312-9373,2023-12-04,2025-03-28,148537,6388,142149,capsules,FAC-003,PL-16,rejected,129473.78,2023-12-05 05:47:11
BAT-000638,PRD-0010,Levothyroxine 100mcg,BN-202409-5549,2024-09-23,2027-05-18,320506,315485,5021,capsules,FAC-006,PL-17,approved,104897.19,2024-09-23 10:08:42
BAT-000639,PRD-0048,Methylprednisolone 16mg,BN-202505-7918,2025-05-03,2026-05-23,30891,30007,884,mL,FAC-001,PL-24,qa_review,103384.24,2025-05-04 03:48:41
BAT-000640,PRD-0046,Etanercept 50mg,BN-202301-3642,2023-01-04,2024-03-07,3822,3797,25,syringes,FAC-007,PL-18,approved,59706.44,2023-01-04 14:26:51
BAT-000641,PRD-0001,Amoxicillin 500mg,BN-202405-3940,2024-05-14,2027-02-19,25333,24919,414,bottles,FAC-008,PL-29,approved,79654.29,2024-05-15 12:17:11
BAT-000642,PRD-0036,Allopurinol 300mg,BN-202301-7847,2023-01-03,2024-12-31,291010,219484,71526,vials,FAC-019,PL-25,rejected,91913.97,2023-01-04 03:14:49
BAT-000643,PRD-0029,Doxycycline 100mg,BN-202409-8493,2024-09-10,2027-03-10,366694,365351,1343,mL,FAC-008,PL-28,approved,34457.19,2024-09-11 22:31:34
BAT-000644,PRD-0014,Gabapentin 300mg,BN-202502-4514,2025-02-18,2027-11-04,469166,465827,3339,kg,FAC-014,PL-29,approved,112174.08,2025-02-19 14:03:55
BAT-000645,PRD-0022,Duloxetine 30mg,BN-202509-7594,2025-09-13,2027-01-07,464089,133344,330745,vials,FAC-013,PL-15,rejected,16160.85,2025-09-14 14:30:22
BAT-000646,PRD-0036,Allopurinol 300mg,BN-202404-3540,2024-04-18,2025-08-07,1430,1406,24,vials,FAC-007,PL-29,in_production,34228.52,2024-04-19 23:08:36
BAT-000647,PRD-0010,Levothyroxine 100mcg,BN-202306-4666,2023-06-04,2026-04-23,284411,276087,8324,syringes,FAC-006,PL-15,recalled,110707.38,2023-06-05 23:33:20
BAT-000648,PRD-0005,Omeprazole 40mg,BN-202503-7652,2025-03-31,2027-08-01,171585,149241,22344,kg,FAC-016,PL-13,rejected,14698.3,2025-03-31 21:30:04
BAT-000649,PRD-0028,Ranitidine 150mg,BN-202509-1102,2025-09-04,2027-09-18,433811,431075,2736,capsules,FAC-009,PL-08,approved,115663.52,2025-09-06 00:23:58
BAT-000650,PRD-0009,Simvastatin 40mg,BN-202412-8547,2024-12-26,2027-09-08,234095,233139,956,capsules,FAC-012,PL-19,approved,63140.39,2024-12-28 01:20:08
BAT-000651,PRD-0042,Trastuzumab 150mg,BN-202401-9150,2024-01-19,2026-07-26,364215,361349,2866,vials,FAC-001,PL-23,approved,123375.34,2024-01-20 00:57:23
BAT-000652,PRD-0045,Infliximab 100mg,BN-202408-9746,2024-08-30,2026-09-19,194273,70185,124088,mL,FAC-006,PL-20,rejected,130546.7,2024-08-31 14:40:43
BAT-000653,PRD-0007,Amlodipine 5mg,BN-202308-9310,2023-08-03,2025-06-29,235994,230947,5047,vials,FAC-011,PL-11,qa_review,33915.6,2023-08-04 16:39:05
BAT-000654,PRD-0043,Bevacizumab 400mg,BN-202411-5880,2024-11-06,2027-08-11,334689,320129,14560,vials,FAC-019,PL-28,in_production,91370.55,2024-11-08 04:45:57
BAT-000655,PRD-0018,Montelukast 10mg,BN-202509-7750,2025-09-01,2027-12-31,75826,73298,2528,mL,FAC-019,PL-10,recalled,9907.91,2025-09-02 20:13:34
BAT-000656,PRD-0037,Insulin Glargine 100U,BN-202508-1063,2025-08-19,2027-09-28,254981,245767,9214,kg,FAC-010,PL-22,in_production,102117.49,2025-08-19 21:08:45
BAT-000657,PRD-0036,Allopurinol 300mg,BN-202406-5656,2024-06-30,2027-06-02,324908,315554,9354,mL,FAC-009,PL-03,recalled,143064.44,2024-07-01 06:23:54
BAT-000658,PRD-0039,Adalimumab 40mg,BN-202502-4973,2025-02-22,2026-12-28,60005,59059,946,bottles,FAC-015,PL-17,approved,141586.72,2025-02-22 23:01:48
BAT-000659,PRD-0014,Gabapentin 300mg,BN-202409-2750,2024-09-11,2027-04-29,282246,273510,8736,mL,FAC-010,PL-25,recalled,87849.84,2024-09-11 09:25:12
BAT-000660,PRD-0017,Pantoprazole 40mg,BN-202403-9433,2024-03-26,2026-02-12,6178,6093,85,mL,FAC-001,PL-11,recalled,144745.46,2024-03-26 20:34:16
BAT-000661,PRD-0003,Metformin 850mg,BN-202309-7499,2023-09-12,2025-10-24,74159,74079,80,mL,FAC-010,PL-18,approved,90473.48,2023-09-12 23:20:50
BAT-000662,PRD-0002,Ibuprofen 200mg,BN-202504-6874,2025-04-25,2026-10-25,142851,141817,1034,capsules,FAC-008,PL-01,approved,83664.15,2025-04-27 02:22:06
BAT-000663,PRD-0037,Insulin Glargine 100U,BN-202505-6404,2025-05-13,2026-11-23,459717,392173,67544,kg,FAC-010,PL-22,rejected,122313.13,2025-05-14 12:12:01
BAT-000664,PRD-0016,Clopidogrel 75mg,BN-202508-2736,2025-08-19,2028-04-19,387344,385199,2145,syringes,FAC-014,PL-28,approved,35866.08,2025-08-19 18:33:47
BAT-000665,PRD-0029,Doxycycline 100mg,BN-202407-1752,2024-07-29,2025-08-11,25769,25334,435,syringes,FAC-013,PL-25,in_production,101984.36,2024-07-29 22:24:13
BAT-000666,PRD-0038,Insulin Lispro 100U,BN-202507-6856,2025-07-15,2027-07-14,339191,338625,566,mL,FAC-010,PL-04,qa_review,83914.74,2025-07-17 01:54:11
BAT-000667,PRD-0013,Prednisone 10mg,BN-202411-8077,2024-11-11,2027-05-19,349633,339993,9640,kg,FAC-019,PL-02,recalled,75646.71,2024-11-13 03:04:23
BAT-000668,PRD-0047,Dexamethasone 4mg,BN-202301-3654,2023-01-31,2025-11-30,63031,62065,966,mL,FAC-002,PL-01,approved,17393.29,2023-01-31 21:13:27
BAT-000669,PRD-0028,Ranitidine 150mg,BN-202408-5446,2024-08-01,2027-07-06,65422,64477,945,bottles,FAC-010,PL-09,in_production,20163.24,2024-08-03 01:37:58
BAT-000670,PRD-0003,Metformin 850mg,BN-202409-7913,2024-09-03,2027-01-11,144790,85361,59429,mL,FAC-012,PL-06,rejected,45482.08,2024-09-03 05:48:57
BAT-000671,PRD-0025,Paracetamol 500mg,BN-202308-8146,2023-08-09,2024-12-15,62252,61548,704,kg,FAC-005,PL-11,approved,139899.62,2023-08-09 17:19:18
BAT-000672,PRD-0012,Azithromycin 500mg,BN-202310-4865,2023-10-08,2025-02-11,320285,314850,5435,ampoules,FAC-010,PL-15,in_production,119072.66,2023-10-09 13:42:50
BAT-000673,PRD-0032,Propranolol 40mg,BN-202404-9866,2024-04-22,2026-08-26,473261,468288,4973,bottles,FAC-011,PL-12,approved,89794.51,2024-04-24 00:05:34
BAT-000674,PRD-0028,Ranitidine 150mg,BN-202405-9755,2024-05-21,2025-11-11,51535,50586,949,ampoules,FAC-011,PL-01,recalled,73620.29,2024-05-22 01:45:52
BAT-000675,PRD-0009,Simvastatin 40mg,BN-202403-2665,2024-03-22,2026-02-26,383024,381237,1787,vials,FAC-020,PL-02,approved,996.98,2024-03-23 05:39:11
BAT-000676,PRD-0026,Aspirin 100mg,BN-202307-8738,2023-07-18,2026-05-22,97906,97350,556,ampoules,FAC-005,PL-21,in_production,145501.63,2023-07-19 17:57:46
BAT-000677,PRD-0011,Ciprofloxacin 250mg,BN-202410-5036,2024-10-23,2026-07-27,282055,110831,171224,syringes,FAC-018,PL-11,rejected,106998.64,2024-10-24 00:28:08
BAT-000678,PRD-0036,Allopurinol 300mg,BN-202405-6001,2024-05-19,2025-11-10,95867,94498,1369,vials,FAC-012,PL-05,approved,107064.0,2024-05-20 07:35:19
BAT-000679,PRD-0007,Amlodipine 5mg,BN-202409-7033,2024-09-22,2026-01-18,264379,260372,4007,capsules,FAC-015,PL-03,approved,8683.5,2024-09-22 23:46:04
BAT-000680,PRD-0034,Furosemide 40mg,BN-202509-2519,2025-09-16,2026-11-03,191459,189005,2454,bottles,FAC-015,PL-15,approved,46434.82,2025-09-17 10:05:32
BAT-000681,PRD-0015,Hydrochlorothiazide 25mg,BN-202407-5875,2024-07-22,2027-05-06,113629,113051,578,kg,FAC-017,PL-24,approved,111630.81,2024-07-24 16:59:53
BAT-000682,PRD-0019,Escitalopram 10mg,BN-202306-5919,2023-06-24,2025-10-08,63433,62244,1189,kg,FAC-007,PL-09,approved,43763.05,2023-06-25 19:41:42
BAT-000683,PRD-0014,Gabapentin 300mg,BN-202302-9754,2023-02-26,2025-02-01,122303,120212,2091,tablets,FAC-008,PL-07,approved,19159.36,2023-02-27 12:18:00
BAT-000684,PRD-0027,Cetirizine 10mg,BN-202305-9538,2023-05-10,2024-07-18,361909,354057,7852,vials,FAC-014,PL-30,qa_review,6096.47,2023-05-11 10:54:11
BAT-000685,PRD-0033,Warfarin 5mg,BN-202504-6777,2025-04-11,2026-10-07,426766,425647,1119,vials,FAC-016,PL-18,approved,71545.07,2025-04-11 01:18:10
BAT-000686,PRD-0019,Escitalopram 10mg,BN-202505-2025,2025-05-11,2027-07-30,97445,96044,1401,syringes,FAC-006,PL-04,approved,67052.97,2025-05-12 18:22:47
BAT-000687,PRD-0027,Cetirizine 10mg,BN-202405-8907,2024-05-22,2027-03-29,112519,111592,927,tablets,FAC-004,PL-17,approved,84896.5,2024-05-22 19:48:28
BAT-000688,PRD-0023,Tramadol 50mg,BN-202410-5574,2024-10-21,2027-09-23,251801,247009,4792,mL,FAC-016,PL-03,qa_review,110415.49,2024-10-23 04:46:17
BAT-000689,PRD-0048,Methylprednisolone 16mg,BN-202408-2069,2024-08-11,2026-01-24,311635,305123,6512,bottles,FAC-008,PL-07,recalled,122138.08,2024-08-11 23:24:43
BAT-000690,PRD-0038,Insulin Lispro 100U,BN-202507-8045,2025-07-28,2028-03-08,135717,133141,2576,bottles,FAC-011,PL-02,approved,91633.91,2025-07-29 18:10:01
BAT-000691,PRD-0038,Insulin Lispro 100U,BN-202302-9720,2023-02-15,2026-01-21,20362,20313,49,syringes,FAC-016,PL-08,in_production,86827.2,2023-02-16 11:56:33
BAT-000692,PRD-0015,Hydrochlorothiazide 25mg,BN-202511-2392,2025-11-28,2028-11-22,179457,177898,1559,mL,FAC-017,PL-10,qa_review,135738.01,2025-11-28 15:21:02
BAT-000693,PRD-0042,Trastuzumab 150mg,BN-202404-8500,2024-04-02,2026-05-06,146193,53576,92617,syringes,FAC-015,PL-06,rejected,84375.48,2024-04-03 23:16:40
BAT-000694,PRD-0050,Valsartan 80mg,BN-202501-6710,2025-01-31,2027-01-02,333980,1206,332774,vials,FAC-017,PL-24,rejected,17118.7,2025-02-02 04:53:58
BAT-000695,PRD-0004,Atorvastatin 20mg,BN-202310-8581,2023-10-06,2025-02-28,38464,37701,763,capsules,FAC-005,PL-10,approved,79558.03,2023-10-06 20:12:01
BAT-000696,PRD-0041,Pembrolizumab 100mg,BN-202508-1235,2025-08-03,2027-11-08,472184,457042,15142,syringes,FAC-019,PL-17,in_production,45237.68,2025-08-03 21:08:02
BAT-000697,PRD-0022,Duloxetine 30mg,BN-202306-9132,2023-06-03,2025-03-01,417706,403765,13941,vials,FAC-017,PL-13,qa_review,147315.36,2023-06-03 21:34:14
BAT-000698,PRD-0006,Lisinopril 10mg,BN-202310-9653,2023-10-11,2025-05-20,335598,328720,6878,syringes,FAC-014,PL-28,in_production,80688.22,2023-10-11 07:50:53
BAT-000699,PRD-0037,Insulin Glargine 100U,BN-202401-2307,2024-01-17,2026-10-02,258784,249957,8827,bottles,FAC-011,PL-19,recalled,2197.8,2024-01-17 20:39:35
BAT-000700,PRD-0048,Methylprednisolone 16mg,BN-202508-3734,2025-08-16,2028-06-18,481730,458133,23597,capsules,FAC-015,PL-15,recalled,86775.28,2025-08-17 18:42:08
BAT-000701,PRD-0021,Fluoxetine 20mg,BN-202308-4403,2023-08-18,2026-03-13,452644,445715,6929,ampoules,FAC-012,PL-03,approved,94386.62,2023-08-20 09:38:34
BAT-000702,PRD-0021,Fluoxetine 20mg,BN-202502-1194,2025-02-22,2027-08-27,394665,379439,15226,syringes,FAC-007,PL-05,in_production,101163.52,2025-02-22 22:34:27
BAT-000703,PRD-0048,Methylprednisolone 16mg,BN-202307-2307,2023-07-08,2024-11-08,302818,289920,12898,tablets,FAC-008,PL-28,qa_review,80129.42,2023-07-10 08:15:37
BAT-000704,PRD-0031,Metoprolol 50mg,BN-202404-6727,2024-04-22,2025-09-06,339856,329530,10326,capsules,FAC-008,PL-24,recalled,64275.49,2024-04-24 00:43:29
BAT-000705,PRD-0004,Atorvastatin 20mg,BN-202512-9229,2025-12-08,2028-06-03,173013,171358,1655,capsules,FAC-002,PL-10,recalled,49497.17,2025-12-08 09:12:46
BAT-000706,PRD-0020,Sertraline 50mg,BN-202311-6623,2023-11-26,2026-03-12,109309,109024,285,kg,FAC-007,PL-13,approved,113750.14,2023-11-26 23:32:50
BAT-000707,PRD-0029,Doxycycline 100mg,BN-202305-7569,2023-05-03,2024-12-10,362867,358692,4175,ampoules,FAC-007,PL-12,approved,36678.18,2023-05-05 04:20:01
BAT-000708,PRD-0004,Atorvastatin 20mg,BN-202512-6271,2025-12-30,2027-01-06,329535,325075,4460,mL,FAC-003,PL-12,approved,95113.93,2025-12-30 21:44:53
BAT-000709,PRD-0029,Doxycycline 100mg,BN-202510-7321,2025-10-31,2027-07-10,46061,19546,26515,mL,FAC-008,PL-19,rejected,73357.84,2025-10-31 13:34:16
BAT-000710,PRD-0023,Tramadol 50mg,BN-202406-5032,2024-06-22,2025-10-18,54090,53496,594,mL,FAC-020,PL-02,approved,99173.68,2024-06-23 23:33:35
BAT-000711,PRD-0016,Clopidogrel 75mg,BN-202501-3595,2025-01-02,2027-05-14,96268,96211,57,mL,FAC-013,PL-14,approved,1200.55,2025-01-03 04:09:56
BAT-000712,PRD-0019,Escitalopram 10mg,BN-202310-5176,2023-10-03,2026-03-19,44100,43274,826,bottles,FAC-003,PL-27,approved,105866.91,2023-10-04 05:21:46
BAT-000713,PRD-0005,Omeprazole 40mg,BN-202302-6297,2023-02-24,2024-06-10,327868,52952,274916,ampoules,FAC-011,PL-18,rejected,130892.76,2023-02-26 00:28:29
BAT-000714,PRD-0020,Sertraline 50mg,BN-202409-1613,2024-09-28,2026-06-26,23467,23404,63,ampoules,FAC-018,PL-18,approved,682.75,2024-09-29 14:47:55
BAT-000715,PRD-0014,Gabapentin 300mg,BN-202301-4416,2023-01-13,2024-10-09,75821,74962,859,mL,FAC-005,PL-30,approved,128653.65,2023-01-14 03:25:24
BAT-000716,PRD-0017,Pantoprazole 40mg,BN-202509-2901,2025-09-11,2027-06-03,355645,351932,3713,ampoules,FAC-019,PL-11,approved,119239.92,2025-09-11 14:17:08
BAT-000717,PRD-0037,Insulin Glargine 100U,BN-202410-9114,2024-10-01,2027-05-12,419008,405299,13709,mL,FAC-009,PL-23,in_production,113547.63,2024-10-03 10:34:45
BAT-000718,PRD-0039,Adalimumab 40mg,BN-202508-3845,2025-08-31,2028-08-08,483274,464608,18666,vials,FAC-017,PL-18,in_production,114647.94,2025-09-01 06:55:36
BAT-000719,PRD-0040,Rituximab 500mg,BN-202503-6241,2025-03-01,2027-06-09,402217,395081,7136,syringes,FAC-004,PL-28,approved,106183.32,2025-03-02 20:23:42
BAT-000720,PRD-0035,Spironolactone 25mg,BN-202412-8430,2024-12-05,2026-04-23,444473,442454,2019,bottles,FAC-007,PL-01,approved,96449.62,2024-12-06 22:12:40
BAT-000721,PRD-0036,Allopurinol 300mg,BN-202505-5439,2025-05-19,2026-09-18,414577,402003,12574,tablets,FAC-007,PL-10,in_production,142093.1,2025-05-21 10:28:24
BAT-000722,PRD-0033,Warfarin 5mg,BN-202503-9984,2025-03-23,2026-05-28,266948,265265,1683,kg,FAC-015,PL-21,approved,112238.23,2025-03-24 09:19:08
